Cell	Celltype	Location_Smooth	X	Y	Z	T	Pou3f1	Mixl1	Mesp1	Sox17	Nodal	Bmp4	Eomes	Wnt3	Wnt3a	Fgf8	Celltype_Number
cell_7484	Epiblast	6A	-2.85E+00	1.30E+00	5.89E+00	0	0	0	0	0	0	0	0	0	0	0	1
cell_6711	Epiblast	6A	-6.23E-01	-9.30E-01	5.77E+00	0	0	0	0	0	0	0	0	0	0	1	1
cell_6793	Epiblast	6A	-2.69E+00	2.38E+00	6.38E+00	0	1	0	0	0	1	0	0	0	0	1.58	1
cell_6795	Epiblast	6A	-2.54E+00	-1.02E+00	6.31E+00	0	1	0	0	0	0	0	0	0	0	1	1
cell_5509	Epiblast	6A	-1.98E+00	-1.04E-01	6.28E+00	0	2.58	0	0	0	0	0	0	0	0	0	1
cell_6305	Epiblast	6A	-1.66E+00	5.68E-01	6.35E+00	0	2.58	0	0	0	0	0	0	0	0	0	1
cell_6919	Epiblast	6A	1.52E+00	-1.71E+00	6.02E+00	0	2.58	0	0	0	0	0	0	0	0	1	1
cell_6921	Epiblast	6A	-1.82E+00	-6.14E-02	6.13E+00	0	2	0	0	0	0	0	0	0	0	0	1
cell_7324	Epiblast	6A	-1.21E+00	2.96E-01	6.49E+00	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_7604	Epiblast	6A	-5.55E-01	-1.20E+00	6.21E+00	0	2.58	0	0	0	0	0	0	0	0	0	1
cell_7618	Epiblast	6A	-2.62E+00	-2.16E+00	5.54E+00	0	2.58	0	0	0	0	0	0	0	0	1.58	1
cell_7424	Epiblast	6A	-1.16E+00	-2.81E+00	6.06E+00	0	2.32	0	0	0	0	0	1	0	0	0	1
cell_5537	Epiblast	6A	-2.99E+00	1.00E+00	5.73E+00	0	2.81	0	0	0	0	0	0	0	0	1	1
cell_5729	Epiblast	6A	-2.82E+00	1.42E+00	5.62E+00	1	3	0	0	0	0	0	1	0	0	1	1
cell_5783	Epiblast	6A	-1.22E-01	-2.24E+00	5.81E+00	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_5864	Epiblast	6A	-5.59E-01	-1.74E+00	6.07E+00	0	2	0	0	0	0	0	0	0	0	0	1
cell_6385	Epiblast	6A	-5.46E-01	-3.45E-01	6.24E+00	0	1	0	0	0	0	0	0	0	0	1	1
cell_6510	Epiblast	6A	-9.78E-01	-6.24E-01	6.48E+00	0	1.58	0	0	0	0	0	0	0	0	2.32	1
cell_6516	Epiblast	6A	-3.53E+00	6.54E-01	5.90E+00	0	2	0	0	0	0	0	0	0	0	0	1
cell_6760	Epiblast	6A	-1.09E+00	-4.24E-01	5.83E+00	0	2	0	0	0	0	0	0	0	0	1.58	1
cell_6843	Epiblast	6A	-7.96E-01	-3.91E-01	6.04E+00	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_6912	Epiblast	6A	-1.18E+00	-3.10E+00	6.49E+00	0	2.32	0	0	0	0	0	1	0	0	1.58	1
cell_7059	Epiblast	6A	-4.17E-02	-1.16E+00	5.79E+00	0	0	0	0	0	0	0	0	0	0	0	1
cell_7359	Epiblast	6A	4.85E-01	-1.03E+00	6.26E+00	0	2	0	0	0	0	1	0	0	0	0	1
cell_7561	Epiblast	6A	-3.37E+00	-3.19E-01	6.09E+00	0	1	0	0	0	0	0	0	0	0	0	1
cell_7588	Epiblast	6A	-1.39E+00	-2.18E+00	6.04E+00	1	1.58	0	0	0	1	0	1.58	0	0	0	1
cell_6754	Epiblast	6A	4.73E-01	-2.14E+00	5.60E+00	0	0	0	0	0	0	0	0	0	0	1	1
cell_7019	Epiblast	6A	1.58E+00	-2.39E+00	5.78E+00	0	2.32	0	0	0	0	0	0	0	0	0	1
cell_7209	Epiblast	6A	-1.55E+00	-2.23E+00	5.82E+00	0	1.58	0	0	0	0	1	0	0	0	1	1
cell_6407	Epiblast	6A	-1.64E+00	4.81E-01	5.79E+00	0	1	1	0	0	0	0	2.32	0	0	2.58	1
cell_7547	Epiblast	6A	-3.41E+00	6.77E-02	6.29E+00	0	1	0	0	0	0	0	0	0	0	0	1
cell_5609	Epiblast	6A	6.12E-01	-2.92E+00	5.62E+00	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_5909	Epiblast	6A	-6.09E-01	5.74E-01	6.36E+00	0	3.32	0	0	0	0	0	0	0	0	0	1
cell_6683	Epiblast	6A	1.58E+00	-2.81E+00	6.37E+00	0	2.32	0	0	0	1	0	2	0	0	2.32	1
cell_6889	Epiblast	6A	-1.07E+00	-4.61E-01	5.68E+00	0	2.32	0	0	1	0	0	0	0	0	1.58	1
cell_7114	Epiblast	6A	7.82E-01	-3.10E+00	5.89E+00	0	2.32	0	0	0	0	0	2.58	1	0	0	1
cell_5865	Epiblast	6A	-3.46E+00	6.12E-01	6.45E+00	0	3.17	0	0	0	0	0	0	0	0	1	1
cell_5889	Epiblast	6A	-1.88E+00	-1.21E+00	6.50E+00	0	1	1	0	0	0	0	1	0	0	2.32	1
cell_6982	Epiblast	6A	9.60E-01	-2.85E+00	6.04E+00	0	0	0	0	0	0	0	0	0	0	0	1
cell_6924	Epiblast	6A	-3.09E+00	-1.72E+00	6.44E+00	0	1	0	0	0	0	0	0	0	0	0	1
cell_7164	Epiblast	6A	-2.23E+00	1.93E+00	5.64E+00	0	2.32	0	0	0	0	0	2	0	0	1	1
cell_5583	Epiblast	6A	1.51E+00	-2.01E+00	6.44E+00	0	2.32	0	0	0	0	0	0	0	0	2	1
cell_6338	Epiblast	6A	2.24E-01	-3.04E+00	5.80E+00	0	3.46	0	0	0	0	0	0	0	0	1	1
cell_6796	Epiblast	6A	-1.06E+00	-5.99E-01	5.85E+00	0	1.58	0	0	0	1	0	1	0	0	1	1
cell_7480	Epiblast	6A	-1.47E+00	1.41E+00	6.27E+00	0	2	0	0	0	0	0	0	0	0	0	1
cell_5721	Epiblast	6A	-7.83E-01	-2.65E+00	6.46E+00	0	2.58	0	0	0	0	0	0	0	0	0	1
cell_6063	Epiblast	6A	-1.29E+00	-8.68E-02	5.77E+00	0	2.81	0	0	0	0	1	0	0	0	0	1
cell_7148	Epiblast	6A	1.77E+00	-1.93E+00	5.85E+00	0	2	0	0	0	0	0	0	0	0	0	1
cell_7518	Epiblast	6A	-2.48E+00	-6.11E-01	6.09E+00	0	1	0	0	0	0	0	1.58	0	0	3	1
cell_6659	Epiblast	6A	-1.93E+00	-6.45E-01	5.81E+00	0	2	0	0	0	0	0	1	0	0	0	1
cell_6171	Epiblast	6A	-3.23E+00	1.45E+00	5.54E+00	0	0	0	0	0	0	0	0	1	0	3	1
cell_6854	Epiblast	6A	-3.26E+00	8.32E-01	5.69E+00	0	2	1	0	0	0	0	1.58	0	0	2	1
cell_5479	Epiblast	6A	-2.06E+00	-1.10E+00	6.45E+00	0	2.32	0	0	0	0	0	2.58	1	0	1.58	1
cell_7331	Epiblast	6A	-2.79E+00	-1.81E+00	5.72E+00	0	0	1	0	0	0	0	1	1	0	2.58	1
cell_6492	Epiblast	6A	-3.38E+00	-7.80E-01	6.36E+00	0	1	0	0	0	0	0	0	0	0	1	1
cell_5819	Epiblast	6A	-1.04E+00	-8.81E-01	6.28E+00	0	0	0	0	0	0	0	0	0	0	3	1
cell_7417	Epiblast	6A	-2.29E+00	-2.69E+00	6.20E+00	2	2.81	0	2.81	0	0	0	0	0	0	2	1
cell_5740	Epiblast	6A	-1.99E+00	8.30E-01	5.61E+00	0	1	0	0	0	0	0	1.58	0	0	2.32	1
cell_5836	Epiblast	6A	-2.51E+00	-1.25E+00	5.91E+00	0	1	0	0	0	0	0	1.58	0	0	2.81	1
cell_5978	Epiblast	6A	1.40E+00	-1.93E+00	5.62E+00	0	0	0	0	0	1	0	0	0	0	2.81	1
cell_5637	Epiblast	6A	-3.48E+00	-1.07E+00	5.96E+00	0	1	0	0	0	0	0	1	1	0	1.58	1
cell_6390	Epiblast	6A	-3.15E+00	3.60E-01	6.07E+00	0	0	2	0	0	0	0	2.32	0	0	3.17	1
cell_7198	Epiblast	6A	-3.04E-01	-1.30E+00	5.58E+00	1	0	1	0	0	0	0	2.32	0	0	2.32	1
cell_6000	Epiblast	6A	-3.11E+00	-9.35E-01	6.19E+00	0	0	1	0	0	0	0	2.81	0	0	3.7	1
cell_5502	Epi-Ect	6P	3.29E+00	4.62E-01	6.41E+00	0	0	2.32	0	4.58	0	0	1	0	0	2.81	4
cell_5677	Epi-Ect	6P	2.83E+00	-1.72E+00	5.66E+00	0	0	0	0	1.58	1	0	2.58	0	0	3.32	4
cell_5852	Epi-Ect	6P	2.39E+00	1.32E+00	6.10E+00	0	0	0	0	2.58	0	0	1	0	0	3.17	4
cell_7623	Epi-Ect	6P	2.99E+00	8.69E-01	5.80E+00	0	0	2.32	0	0	0	0	2	0	0	3	4
cell_7124	Epi-Ect	6P	5.44E-02	6.50E-01	5.57E+00	0	0	0	0	3.32	0	0	1.58	0	0	2.58	4
cell_7145	Epi-Ect	6P	4.15E-01	1.00E-01	5.62E+00	1.58	0	3.17	2.32	0	0	0	2.58	1.58	0	3.32	4
cell_6071	Epi-Ect	6P	1.94E+00	2.81E+00	6.14E+00	1	0	1	0	3	0	0	1	0	0	1.58	4
cell_6849	Epi-Ect	6P	-6.23E-01	6.69E-01	6.42E+00	0	0	1	0	2.32	0	0	1	0	0	1.58	4
cell_6853	Epi-Ect	6P	5.60E-01	5.57E-01	5.57E+00	0	0	1	0	3	0	0	1.58	0	0	2.32	4
cell_6989	Epi-Ect	6P	-1.03E+00	2.72E+00	6.07E+00	0	0	0	0	0	0	0	0	0	0	1.58	4
cell_5964	Epi-Ect	6P	6.85E-01	1.14E+00	6.09E+00	0	2.32	0	0	0	0	0	0	0	0	0	4
cell_7221	Epi-Ect	6P	2.91E+00	2.06E+00	6.24E+00	0	0	0	0	0	0	0	0	0	0	0	4
cell_7400	Epi-Ect	6P	-4.10E-01	1.65E+00	5.93E+00	0	0	0	0	0	0	0	1	0	0	0	4
cell_7585	Epi-Ect	6P	2.17E+00	1.21E+00	5.88E+00	0	0	0	0	0	0	0	2	0	0	3.32	4
cell_6656	Epi-Ect	6P	1.31E+00	1.73E-01	6.15E+00	0	2.81	0	1.58	0	0	0	2.32	0	0	2.81	4
cell_7233	Epi-Ect	6P	1.99E+00	1.38E+00	6.15E+00	0	0	0	0	0	0	0	0	0	0	1.58	4
cell_5574	Epi-Ect	6P	1.67E+00	-1.17E+00	6.19E+00	0	1.58	0	0	0	0	0	2.58	0	0	2.58	4
cell_5789	Epi-Ect	6P	-1.11E+00	1.78E+00	6.25E+00	0	2	0	0	0	0	1	0	0	0	0	4
cell_5798	Epi-Ect	6P	1.09E+00	-4.08E-01	5.55E+00	0	0	0	0	0	0	0	1.58	0	0	0	4
cell_6235	Epi-Ect	6P	9.97E-01	2.81E+00	6.32E+00	1	1.58	0	0	0	0	0	0	0	0	3.32	4
cell_6947	Epi-Ect	6P	6.87E-01	-3.94E-01	5.57E+00	0	0	0	0	0	0	0	0	0	0	0	4
cell_7346	Epi-Ect	6P	-1.17E+00	2.40E+00	6.02E+00	0	0	0	0	0	0	0	0	0	0	0	4
cell_7379	Epi-Ect	6P	-3.24E-02	3.30E+00	5.52E+00	0	0	0	0	0	1	0	1	0	0	2.32	4
cell_7222	Epi-Ect	6P	1.45E+00	1.74E-01	6.20E+00	0	1	0	0	0	0	0	0	0	0	1	4
cell_5734	Epi-Ect	6P	2.56E-02	3.18E-01	6.12E+00	0	0	0	0	0	0	0	0	0	0	0	4
cell_7423	Epi-Ect	6P	1.61E+00	9.77E-01	5.56E+00	0	2.81	0	0	0	0	1	0	0	0	1.58	4
cell_7432	Epi-Ect	6P	-2.03E+00	2.10E+00	6.40E+00	0	1	0	0	0	0	0	0	0	0	0	4
cell_5939	Epi-Ect	6P	1.28E+00	7.26E-01	6.24E+00	0	1	0	0	0	0	0	0	0	0	0	4
cell_6574	Epi-Ect	6P	8.22E-02	3.65E+00	5.64E+00	0	1	0	0	0	0	0	1.58	0	0	3.91	4
cell_6650	Epi-Ect	6P	1.57E+00	9.30E-01	6.01E+00	0	1	0	0	0	0	0	0	0	0	0	4
cell_6992	Epi-Ect	6P	-1.11E+00	3.05E+00	6.29E+00	0	2.58	1	0	0	1	0	2.81	0	0	1.58	4
cell_7466	Epi-Ect	6P	2.00E+00	-1.48E+00	5.99E+00	0	0	0	0	0	0	1	0	0	0	1	4
cell_6133	Epi-Ect	6P	2.65E+00	8.44E-01	6.04E+00	0	0	0	0	0	0	0	0	0	0	0	4
cell_6134	Epi-Ect	6P	8.61E-01	2.91E+00	6.05E+00	0	0	0	0	0	0	0	1	0	0	1	4
cell_6199	Epi-Ect	6P	3.50E+00	-9.69E-01	5.74E+00	0	0	0	0	0	0	0	0	0	0	0	4
cell_6690	Epi-Ect	6P	4.16E-02	6.22E-01	6.29E+00	0	1	0	0	0	0	0	1	0	0	0	4
cell_6699	Epi-Ect	6P	3.55E+00	-2.57E-01	5.82E+00	0	1.58	0	0	0	0	0	2	0	0	2.32	4
cell_6744	Epi-Ect	6P	-4.00E-01	1.74E+00	6.07E+00	0	1	0	0	0	0	0	0	0	0	0	4
cell_6763	Epi-Ect	6P	-7.34E-01	1.16E+00	5.74E+00	0	0	0	0	0	0	0	0	0	0	0	4
cell_6954	Epi-Ect	6P	-1.97E+00	2.70E+00	6.01E+00	0	0	0	0	0	0	0	0	0	0	0	4
cell_7115	Epi-Ect	6P	1.13E+00	1.87E+00	5.58E+00	1	0	0	0	0	0	0	1.58	0	0	1	4
cell_6176	Epi-Ect	6P	2.14E+00	-2.02E+00	5.73E+00	0	0	1	0	0	0	0	1.58	0	0	2.58	4
cell_6583	Epi-Ect	6P	1.26E+00	2.12E+00	5.78E+00	0	2.58	0	0	0	0	0	0	0	0	1	4
cell_7026	PS-Mes	6P	1.31E+00	-1.07E+00	6.18E+00	1	0	0	0	1.58	0	0	0	0	0	0	3
cell_7475	PS-Mes	6P	3.15E-01	1.44E+00	5.91E+00	0	0	0	0	0	0	0	0	0	0	0	3
cell_6519	PS-Mes	6P	1.33E+00	2.59E+00	5.73E+00	0	0	2.32	4.32	0	0	1.58	0	0	0	2	3
cell_6605	PS-Mes	6P	1.50E+00	1.08E+00	6.26E+00	0	0	0	2.58	0	0	0	1.58	1.58	0	2	3
cell_6581	PS-Mes	6P	2.45E+00	2.44E+00	5.77E+00	0	0	1	2.58	0	0	1	1.58	0	0	1	3
cell_7474	PS-Mes	6P	1.27E+00	7.41E-01	5.70E+00	1.58	0	2.81	4	0	0	0	1	1.58	0	2.32	3
cell_6409	PS-Mes	6P	3.57E+00	4.61E-01	5.96E+00	0	0	2.32	3.17	0	0	0	0	0	0	1	3
cell_5738	PS-Mes	6P	1.09E+00	4.46E-01	6.25E+00	1	0	2	3.58	0	0	0	2	0	0	1	3
cell_6389	PS-Mes	6P	2.83E+00	2.16E+00	5.74E+00	0	0	0	2.58	0	0	0	1	0	0	0	3
cell_6631	PS-Mes	6P	-1.87E+00	2.47E+00	6.09E+00	1.58	0	1.58	2	0	0	0	1	1	0	1	3
cell_6981	PS-Mes	6P	3.15E+00	5.51E-01	6.31E+00	0	0	1	4.09	0	0	0	2	0	0	1	3
cell_7295	PS-Mes	6P	1.13E+00	1.30E-01	6.46E+00	0	0	2	1	0	0	0	1	0	0	1	3
cell_5997	PS-Mes	6P	1.59E+00	2.39E+00	5.87E+00	0	0	1.58	2.58	0	0	0	2.32	0	0	0	3
cell_5752	PS-Mes	6P	6.82E-01	6.01E-01	5.78E+00	2.32	0	1.58	3.17	0	0	0	2	1	0	1.58	3
cell_5809	PS-Mes	6P	1.48E+00	2.24E+00	5.77E+00	0	0	2.81	2.32	0	0	0	1.58	0	0	3.17	3
cell_7602	PS-Mes	6P	1.68E+00	-1.63E+00	6.12E+00	0	0	2.81	4.17	0	0	0	0	0	0	1	3
cell_6360	PS-Mes	6P	2.75E+00	2.33E+00	6.24E+00	1.58	0	1.58	3	0	0	0	2	1.58	0	2.81	3
cell_5706	PS-Mes	6P	2.18E+00	-1.55E+00	6.16E+00	0	0	0	3.81	0	0	0	1.58	0	0	1.58	3
cell_6667	PS-Mes	6P	-7.54E-01	1.77E+00	5.68E+00	2.32	1	2.32	3.17	0	0	0	1	0	0	3.7	3
cell_6644	PS-Mes	6P	1.84E+00	-1.26E-01	5.86E+00	1	0	1.58	2.81	0	0	0	1	1	0	2.81	3
cell_7543	PS-Mes	6P	2.65E+00	-1.04E+00	6.32E+00	1	0	2	4	0	0	0	2.58	0	0	1.58	3
cell_7107	PS-Mes	6P	1.41E+00	2.88E+00	5.87E+00	0	1	0	1	0	0	0	2	0	0	2	3
cell_7316	PS-Mes	6P	2.24E+00	-9.33E-01	5.69E+00	0	0	0	0	0	0	0	0	0	0	1	3
cell_7193	PS-Mes	6P	-7.94E-01	9.61E-01	6.01E+00	0	0	0	0	0	0	0	3	1	0	3	3
cell_5778	PS-Mes	6P	1.21E-01	2.45E-01	5.97E+00	0	0	1	0	0	0	0	1	0	0	3.58	3
cell_6815	PS-Mes	6P	-1.94E+00	2.20E+00	6.35E+00	0	0	1.58	0	0	0	0	0	0	0	1	3
cell_6147	PS-Mes	6P	-1.93E+00	2.32E+00	5.96E+00	1	0	1.58	0	0	0	0	2	0	0	2.58	3
cell_6662	PS-Mes	6P	8.11E-01	3.08E+00	5.55E+00	1	0	0	0	0	0	0	0	0	0	1	3
cell_6724	PS-Mes	6P	-3.33E-01	3.32E+00	6.40E+00	1	0	1.58	0	0	0	0	2	1	0	2	3
cell_6215	PS-Mes	6P	7.05E-02	3.39E+00	6.07E+00	0	0	0	0	0	0	0	1.58	0	0	2.32	3
cell_6740	PS-Mes	6P	2.74E+00	-1.87E+00	5.61E+00	0	0	0	0	0	1	0	2	1	0	1	3
cell_5584	PS-Mes	6P	1.95E+00	2.42E+00	5.90E+00	1	0	3.7	2.32	0	0	0	1	0	0	2.32	3
cell_6090	PS-Mes	6P	1.60E+00	-7.45E-01	6.13E+00	1.58	0	2.32	3.17	0	0	0	2.81	0	0	3	3
cell_6875	PS-Mes	6P	2.64E+00	2.19E+00	6.38E+00	0	0	2	0	0	0	0	2	0	0	2.58	3
cell_6878	PS-Mes	6P	-7.15E-04	2.30E-01	5.52E+00	0	0	1	0	0	0	0	1	0	0	0	3
cell_7093	PS-Mes	6P	2.17E-01	2.88E+00	5.81E+00	2	0	1	0	0	0	0	3	0	0	2.81	3
cell_7348	PS-Mes	6P	2.64E-01	1.67E+00	5.96E+00	1.58	1	0	2	0	0	0	1.58	0	0	0	3
cell_7469	PS-Mes	6P	3.25E+00	5.02E-01	6.14E+00	1.58	0	0	0	0	0	0	2.58	0	0	2	3
cell_5580	PS-Mes	6P	3.45E+00	9.50E-01	5.83E+00	1	0	2	1.58	0	0	0	0	0	0	1.58	3
cell_5591	PS-Mes	6P	1.14E+00	-8.95E-01	6.47E+00	2.58	0	4	0	0	0	0	3.32	0	0	2.32	3
cell_6641	PS-Mes	6P	1.53E+00	2.71E+00	5.92E+00	0	0	2.32	0	0	0	0	2.58	1.58	0	2	3
cell_6746	PS-Mes	6P	2.73E+00	7.96E-01	6.18E+00	0	0	2	0	0	0	0	1.58	0	0	2	3
cell_6738	PS-Mes	6P	2.28E+00	2.25E+00	6.14E+00	2.32	0	1	1.58	0	0	0	1.58	0	0	2.81	3
cell_7006	PS-Mes	6P	3.55E+00	4.81E-01	5.54E+00	1	0	1	0	0	0	1	1	0	0	3.17	3
cell_6698	PS-Mes	6P	3.36E-01	3.25E+00	6.07E+00	1	1	0	0	0	0	0	2.58	0	0	3.17	3
cell_7051	PS-Mes	6P	2.88E+00	-4.36E-01	6.41E+00	0	0	1	0	0	0	0	1	1	0	2	3
cell_5991	PS-Mes	6P	2.16E+00	2.20E+00	6.24E+00	0	0	0	0	1	1	0	1	1	0	2	3
cell_7416	PS-Mes	6P	-2.92E-01	2.29E+00	5.89E+00	2.32	0	3.7	4.52	0	0	0	2.81	1	0	2.58	3
cell_6204	PS-Mes	6P	1.87E+00	-3.08E-01	6.39E+00	1	0	1	0	0	0	0	3.17	0	0	3	3
cell_6401	PS-Mes	6P	3.25E+00	1.59E+00	5.95E+00	1.58	0	1	1	0	0	0	0	1	0	3.46	3
cell_7421	PS-Mes	6P	7.37E-01	2.98E+00	6.13E+00	0	0	0	0	0	0	0	1	1	0	1.58	3
cell_7499	PS-Mes	6P	1.64E+00	1.34E+00	6.39E+00	0	0	2.81	1.58	0	0	0	2.58	0	1	2	3
cell_5505	PS-Mes	6P	1.12E+00	1.15E+00	6.38E+00	1	1	2	0	0	1	0	2.32	1	0	2.32	3
cell_5768	PS-Mes	6P	2.67E+00	2.50E+00	5.62E+00	1.58	0	1	0	0	0	0	2.32	1	0	3.58	3
cell_6190	PS-Mes	6P	3.41E+00	-1.18E+00	5.95E+00	0	0	0	0	0	0	0	0	0	0	3.32	3
cell_6467	PS-Mes	6P	-1.85E+00	2.14E+00	6.07E+00	1	0	1	0	0	0	0	2.58	0	0	2	3
cell_6812	PS-Mes	6P	1.52E-01	7.73E-01	5.50E+00	0	0	1	0	0	0	0	1.58	1	0	2	3
cell_7072	PS-Mes	6P	8.40E-01	3.85E-01	6.29E+00	2	0	3.32	2.58	0	0	0	2.81	0	0	3.17	3
cell_7077	PS-Mes	6P	-1.27E+00	2.52E+00	6.15E+00	0	0	1	0	0	0	0	2.58	1	0	3	3
cell_7212	PS-Mes	6P	5.19E-01	3.51E+00	5.93E+00	0	0	0	0	0	0	0	1.58	1	0	3.32	3
cell_7418	PS-Mes	6P	7.44E-01	2.68E+00	6.04E+00	1	1	1	0	0	0	0	1.58	1	0	2.32	3
cell_7328	PS-Mes	6P	1.09E+00	2.29E-01	6.21E+00	0	0	2	0	0	0	0	1	0	0	2.58	3
cell_6769	PS-Mes	6P	-1.47E+00	2.59E+00	6.01E+00	0	1	0	0	0	0	0	1.58	1	0	2.58	3
cell_6484	PS-Mes	6P	2.66E+00	-1.37E+00	6.43E+00	0	1	2.58	0	0	0	0	1	0	0	2	3
cell_6549	PS-Mes	6P	1.09E+00	2.28E+00	6.38E+00	2	0	2.32	0	0	0	0	1.58	0	0	2.81	3
cell_6218	PS-Mes	6P	-2.67E-01	2.52E+00	5.68E+00	2.32	0	0	1	0	0	1	0	0	0	3	3
cell_5559	PS-Mes	6P	1.76E+00	-1.00E+00	6.44E+00	0	0	0	0	2.32	0	0	1.58	0	0	2.58	3
cell_6562	Epiblast	7A	-2.38E-01	-9.78E-01	6.69E+00	0	2.32	0	0	0	0	0	0	0	0	0	1
cell_5703	Epiblast	7A	-1.63E+00	-5.90E-01	6.64E+00	0	1	0	0	0	0	0	0	0	0	0	1
cell_7014	Epiblast	7A	-2.68E+00	1.41E+00	6.76E+00	0	2	0	0	0	0	0	0	0	0	0	1
cell_7039	Epiblast	7A	-3.76E+00	-9.29E-01	6.57E+00	0	3.17	0	0	0	0	0	0	0	0	0	1
cell_6440	Epiblast	7A	-3.90E+00	2.96E-01	6.71E+00	0	3.46	0	0	0	0	0	0	0	0	0	1
cell_7459	Epiblast	7A	-2.44E+00	-2.98E+00	6.69E+00	0	0	0	0	0	0	0	0	0	0	2.58	1
cell_5533	Epiblast	7A	-3.23E+00	1.26E+00	7.38E+00	0	0	0	0	0	0	0	0	0	0	0	1
cell_5739	Epiblast	7A	-3.22E+00	1.46E+00	7.38E+00	0	1.58	0	0	0	0	0	2	0	0	1.58	1
cell_5976	Epiblast	7A	-2.49E+00	8.62E-01	6.99E+00	0	2	0	0	0	0	0	0	0	0	0	1
cell_6078	Epiblast	7A	-1.03E+00	-1.43E+00	7.16E+00	0	2.81	0	0	0	0	0	1	0	0	0	1
cell_6161	Epiblast	7A	-1.06E+00	-3.22E+00	6.55E+00	0	1.58	0	0	0	0	0	0	0	0	1	1
cell_6508	Epiblast	7A	-3.55E+00	1.17E-01	7.49E+00	0	2.81	0	0	0	0	0	0	0	0	0	1
cell_6728	Epiblast	7A	-1.52E+00	-5.02E-01	6.70E+00	0	1.58	0	0	0	0	0	0	0	0	1.58	1
cell_7118	Epiblast	7A	2.37E+00	-2.97E+00	7.27E+00	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_7590	Epiblast	7A	-2.59E+00	1.14E+00	6.85E+00	0	1	0	0	0	0	1	0	0	0	1	1
cell_6666	Epiblast	7A	-1.39E+00	-9.56E-01	6.73E+00	0	0	0	0	0	0	0	1	0	0	2.32	1
cell_7495	Epiblast	7A	-2.88E+00	-1.71E+00	7.26E+00	0	2.32	0	0	0	0	0	0	0	0	0	1
cell_7615	Epiblast	7A	-1.35E+00	-1.56E+00	7.10E+00	0	1	0	0	0	0	0	0	0	0	1	1
cell_6820	Epiblast	7A	-2.89E+00	-8.61E-01	7.02E+00	0	2.32	0	0	1	0	0	0	0	0	2.58	1
cell_5833	Epiblast	7A	-1.85E-01	-2.28E+00	7.23E+00	0	1	0	0	0	1.58	0	0	0	0	1	1
cell_6459	Epiblast	7A	-2.61E+00	-2.57E+00	6.52E+00	0	1.58	0	0	0	0	0	0	0	0	1.58	1
cell_6515	Epiblast	7A	6.35E-01	-1.11E+00	7.15E+00	0	1	0	0	0	0	0	0	0	0	0	1
cell_6610	Epiblast	7A	1.24E+00	-2.42E+00	7.45E+00	0	2.58	0	0	0	0	0	1	0	0	0	1
cell_7317	Epiblast	7A	-1.45E+00	-2.55E+00	6.61E+00	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_7257	Epiblast	7A	-3.14E+00	7.44E-02	6.65E+00	0	1	0	0	0	0	0	0	0	0	0	1
cell_5766	Epiblast	7A	-1.99E+00	6.57E-02	6.89E+00	0	0	0	0	0	0	0	1	0	0	2.32	1
cell_6645	Epiblast	7A	-2.99E-01	-1.40E+00	6.87E+00	0	1	0	0	0	0	0	0	0	0	0	1
cell_7237	Epiblast	7A	-1.17E+00	-2.44E+00	7.47E+00	0	0	0	0	0	0	0	1	0	0	1	1
cell_7454	Epiblast	7A	9.80E-01	-2.15E+00	7.25E+00	0	3.58	0	0	0	0	0	0	0	0	0	1
cell_7165	Epiblast	7A	-8.09E-01	-3.49E+00	7.04E+00	0	3.58	0	0	0	0	0	0	0	0	0	1
cell_5844	Epiblast	7A	-3.04E+00	2.49E+00	7.22E+00	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_6193	Epiblast	7A	-8.92E-02	-1.58E+00	7.46E+00	0	2	0	0	0	0	0	1	0	0	0	1
cell_7539	Epiblast	7A	9.84E-01	-1.35E+00	7.19E+00	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_7343	Epiblast	7A	-5.75E-01	-1.69E+00	7.44E+00	0	1.58	0	0	0	0	0	0	1	0	1	1
cell_5651	Epiblast	7A	-3.65E+00	7.81E-01	7.40E+00	1	1.58	1.58	2.58	0	0	2.32	0	0	0	1.58	1
cell_7401	Epiblast	7A	5.06E-01	-2.79E+00	6.76E+00	0	1.58	0	0	0	0	0	2.58	0	0	2.58	1
cell_6249	Epiblast	7A	-1.47E+00	-5.35E-01	6.53E+00	1.58	1	2	0	0	1	0	2	0	0	3.91	1
cell_6103	Epiblast	7A	-2.37E+00	-2.16E+00	7.21E+00	0	0	2.58	0	0	1	0	1.58	0	0	2.32	1
cell_6553	Epiblast	7A	-3.06E+00	8.01E-01	6.75E+00	1	0	3.17	3	0	0	0	2.32	0	0	3	1
cell_6589	Epiblast	7A	-1.13E+00	5.82E-01	7.42E+00	0	1.58	0	0	0	0	0	3	0	0	2.58	1
cell_7192	Epi-Ect	7P	3.32E+00	-3.52E-02	7.46E+00	1	0	1	1	0	0	0	2	1	0	2.81	4
cell_5652	Epi-Ect	7P	-1.97E+00	2.32E+00	6.78E+00	1	0	2	0	0	0	0	2.32	0	0	2.58	4
