Cell	Celltype	Location	T	Pou3f1	Mixl1	Mesp1	Sox17	Nodal	Bmp4	Eomes	Wnt3	Wnt3a	Fgf8	Celltype_Number
cell_6202 	Epi-Ect	7P	0	0	0	3.17	0	0	0	0	0	0	0	4
cell_6505 	Epi-Ect	7P	1	0	2	3.91	0	0	0	1.58	0	0	3.17	4
cell_6872 	Epi-Ect	7P	1.58	0	1.58	2.32	0	0	0	0	1	0	2.32	4
cell_7163 	Epi-Ect	7P	1	0	0	2.32	0	0	0	1.58	0	0	0	4
cell_7462 	Epi-Ect	7P	1.58	0	1	3.17	0	0	0	1	0	0	1	4
cell_5569 	Epi-Ect	7P	1.58	0	2.58	4.17	0	0	0	2.32	0	0	2	4
cell_5575 	Epi-Ect	7P	1.58	0	1.58	3.7	0	0	0	1.58	1	0	1.58	4
cell_5615 	Epi-Ect	7P	1.58	0	1.58	2.32	0	0	0	2	0	0	1	4
cell_5922 	Epi-Ect	7P	0	0	1.58	3	0	0	0	1.58	0	0	0	4
cell_5968 	Epi-Ect	7P	1.58	0	2	2	0	0	0	1	0	0	1	4
cell_6087 	Epi-Ect	7P	0	0	2.32	3.81	0	0	0	2	1	0	1	4
cell_6348 	Epi-Ect	7P	0	0	2.32	4	0	0	0	1.58	1	0	1.58	4
cell_6371 	Epi-Ect	7P	0	0	2.58	3.7	0	0	0	0	1.58	0	3	4
cell_6465 	Epi-Ect	7P	0	0	0	2	0	0	0	1	0	0	0	4
cell_6868 	Epi-Ect	7P	0	0	2.58	3.32	0	0	0	2.32	0	0	2	4
cell_6870 	Epi-Ect	7P	0	0	2.58	1.58	0	0	0	1	1	0	1	4
cell_7095 	PS-Mes	7P	2	0	2.58	3.58	0	0	0	2	0	0	2.32	3
cell_7111 	PS-Mes	7P	0	0	2.32	3.58	0	0	0	1.58	1.58	0	0	3
cell_7119 	PS-Mes	7P	1	0	1	3.32	0	0	0	1.58	0	0	0	3
cell_7241 	PS-Mes	7P	0	0	2	2	0	0	0	1.58	0	0	1	3
cell_7525 	PS-Mes	7P	2.58	0	3.91	3.46	0	0	0	1	0	0	1.58	3
cell_7562 	PS-Mes	7P	3.32	0	2	3.17	0	0	0	1.58	0	0	2.32	3
cell_7581 	PS-Mes	7P	0	0	1.58	2.81	0	1	0	2.81	1	0	2	3
cell_5647 	PS-Mes	7P	0	0	1	3.58	0	0	0	0	1	0	1	3
cell_5716 	PS-Mes	7P	1.58	0	0	3.17	0	0	0	1	0	0	1	3
cell_6055 	PS-Mes	7P	3.17	0	3.46	2	0	0	0	0	1	0	2.32	3
cell_6543 	PS-Mes	7P	0	0	3	2.58	0	0	0	1.58	0	0	1	3
cell_6940 	PS-Mes	7P	1.58	0	2.32	3	0	0	0	1	1	0	2.32	3
cell_7342 	PS-Mes	7P	1.58	0	2.32	3.91	0	0	0	1.58	1	0	2	3
cell_7407 	PS-Mes	7P	2	0	0	2.32	0	0	0	1.58	0	0	2.32	3
cell_7411 	PS-Mes	7P	2	0	2.32	4.7	1	1	0	3.17	1.58	0	3.58	3
cell_7546 	PS-Mes	7P	1.58	0	2.32	4.58	0	0	0	3.17	1.58	0	3	3
cell_6472 	PS-Mes	7P	0	0	1	1	0	0	0	1.58	0	0	0	3
cell_7392 	PS-Mes	7P	0	1.58	1	4.52	0	0	0	2.81	0	0	3.7	3
cell_6231 	PS-Mes	7P	0	0	0	2	0	0	0	1	1	0	0	3
cell_6301 	PS-Mes	7P	2.81	0	1.58	1.58	0	0	0	1.58	1	0	2.32	3
cell_7259 	PS-Mes	7P	2.32	0	0	3.91	0	0	0	2.32	0	0	2	3
cell_5611 	PS-Mes	7P	1	0	1.58	3.7	0	0	0	1	0	0	0	3
cell_5960 	PS-Mes	7P	3	0	1	4.39	0	0	0	1.58	2	1	0	3
cell_6507 	PS-Mes	7P	0	0	2.58	3.32	0	0	0	1.58	0	0	1	3
cell_7488 	PS-Mes	7P	0	0	2.58	3.58	0	0	0	1	0	0	0	3
cell_5895 	PS-Mes	7P	3.17	0	2.58	4.09	0	0	0	2	1	0	2.58	3
cell_5545 	PS-Mes	7P	1	0	0	1.58	0	0	0	1.58	0	0	0	3
cell_6181 	PS-Mes	7P	2.32	0	1.58	3	0	0	2	0	0	0	0	3
cell_6824 	PS-Mes	7P	0	1	1	3.32	0	0	0	1.58	1.58	0	1	3
cell_7218 	PS-Mes	7P	2.58	0	1.58	3.91	0	0	0	0	1	0	2	3
cell_7279 	PS-Mes	7P	2.81	0	1.58	4	0	0	0	2	1.58	0	3.58	3
cell_7297 	PS-Mes	7P	0	0	0	0	0	0	0	1	0	0	0	3
cell_7307 	PS-Mes	7P	0	0	0	3.32	0	0	0	1	1	0	2	3
cell_6565 	PS-Mes	7P	2.32	0	0	0	0	0	0	1	0	0	3	3
cell_7046 	PS-Mes	7P	2.58	0	0	0	0	0	0	0	0	0	3.17	3
cell_5523 	PS-Mes	7P	2.81	0	0	0	0	0	0	1	1	0	3.7	3
cell_6287 	PS-Mes	7P	0	1	0	0	0	0	0	1.58	0	0	1	3
cell_6598 	PS-Mes	7P	1	1	0	0	0	1	0	0	0	0	2.81	3
cell_5548 	PS-Mes	7P	0	1	0	0	1	0	0	1	0	0	2.32	3
cell_5491 	PS-Mes	7P	0	0	2	0	0	0	0	2	0	0	2.58	3
cell_5712 	PS-Mes	7P	0	0	1.58	1	0	1	0	3	0	1	3.17	3
cell_5934 	PS-Mes	7P	2	0	1	0	0	0	0	0	0	0	1.58	3
cell_5994 	PS-Mes	7P	0	0	0	0	0	0	0	0	0	0	1	3
cell_6001 	PS-Mes	7P	1	0	0	0	0	0	0	2	0	0	2.81	3
cell_6198 	PS-Mes	7P	0	0	2	0	0	0	0	2	1	0	2	3
cell_6480 	PS-Mes	7P	2.32	0	2.81	2.58	0	0	0	2.58	1	0	2.32	3
cell_6547 	PS-Mes	7P	0	0	0	0	0	0	0	1.58	1	0	2.58	3
cell_6674 	PS-Mes	7P	0	0	0	0	0	0	0	1	0	0	3.32	3
cell_7004 	PS-Mes	7P	1	0	1.58	0	0	0	0	2	0	1	2.81	3
cell_7203 	PS-Mes	7P	1.58	0	1.58	1	0	0	0	1.58	0	0	2.58	3
cell_7266 	PS-Mes	7P	2	0	0	3	0	0	0	1	0	0	1	3
cell_7453 	PS-Mes	7P	1	0	3.32	0	0	1	0	2.81	1	0	3	3
cell_7485 	PS-Mes	7P	1	0	1.58	1	0	0	0	1.58	0	0	1	3
cell_7579 	PS-Mes	7P	2	0	2.58	2.81	0	0	0	2	0	0	2.58	3
cell_5484 	PS-Mes	7P	0	0	0	0	0	0	0	1	0	0	2.58	3
cell_5967 	PS-Mes	7P	0	0	1	1	0	0	0	0	1.58	0	3	3
cell_6567 	PS-Mes	7P	0	0	1.58	0	0	0	0	0	0	0	2.58	3
cell_7412 	PS-Mes	7P	0	0	0	0	0	0	0	1	0	0	2.81	3
cell_7420 	PS-Mes	7P	1.58	0	2.32	1.58	0	0	0	2.32	0	0	2	3
cell_7599 	PS-Mes	7P	1.58	0	0	1.58	0	0	0	2.32	0	0	2.81	3
cell_5614 	PS-Mes	7P	0	0	0	0	0	0	0	2.32	0	0	2.32	3
cell_5691 	PS-Mes	7P	2.81	0	2	0	0	0	0	1	1	0	3.46	3
cell_5784 	PS-Mes	7P	0	0	0	0	0	0	0	1.58	0	0	3.17	3
cell_6061 	PS-Mes	7P	1	0	1.58	0	0	0	0	0	0	0	2.81	3
cell_6172 	PS-Mes	7P	2.58	0	1.58	1	0	0	0	1	1	0	3.17	3
cell_6187 	PS-Mes	7P	0	0	1	0	0	0	0	2.32	0	0	3.17	3
cell_6232 	PS-Mes	7P	1.58	0	2	1	0	0	0	1	1	0	3.58	3
cell_6242 	PS-Mes	7P	2	0	0	0	0	0	0	1	1	0	3.17	3
cell_6322 	PS-Mes	7P	0	0	1.58	0	0	0	0	3	0	0	3.81	3
cell_7040 	PS-Mes	7P	2.58	0	2.58	4.09	0	0	1	2	1	0	2	3
cell_7166 	PS-Mes	7P	0	0	1	0	0	0	0	2	0	0	1.58	3
cell_7172 	PS-Mes	7P	0	1	1.58	0	0	0	0	2.32	0	0	3.32	3
cell_7373 	PS-Mes	7P	0	0	2.32	0	0	0	0	1.58	0	0	1.58	3
cell_7491 	PS-Mes	7P	2	0	2	2.81	0	0	0	2.81	1	0	3	3
cell_7555 	PS-Mes	7P	1.58	0	0	0	0	0	0	1.58	1	0	1.58	3
cell_5462 	PS-Mes	7P	0	1	0	0	0	0	0	2.32	1	0	2.81	3
cell_6600 	PS-Mes	7P	1	1	1	0	0	0	0	2.81	0	0	3.17	3
cell_7032 	PS-Mes	7P	0	1.58	0	0	0	0	0	0	0	0	1.58	3
cell_5592 	PS-Mes	7P	1	1.58	0	0	0	0	0	1.58	0	0	3	3
cell_6380 	PS-Mes	7P	1	1.58	1.58	0	0	0	0	1.58	0	0	1.58	3
cell_6545 	PS-Mes	7P	0	2	0	0	0	0	0	1	0	0	1	3
cell_6617 	PS-Mes	7P	2	0	0	0	0	0	0	1	1	0	3.17	3
cell_6688 	PS-Mes	7P	1.58	1	2.81	2	0	0	0	2	1	0	3.46	3
cell_7217 	PS-Mes	7P	0	0	0	0	0	0	0	2.32	0	0	2	3
cell_5536 	PS-Mes	7P	1	0	0	0	0	0	0	0	0	0	1	3
cell_5612 	PS-Mes	7P	0	1	0	0	0	0	0	2.81	1.58	0	2.81	3
cell_5645 	PS-Mes	7P	0	0	2.32	0	0	0	0	3.32	0	0	2.81	3
cell_5663 	PS-Mes	7P	0	0	1	0	0	1	0	2	0	0	2.58	3
cell_5685 	PS-Mes	7P	1.58	1	0	1.58	0	0	0	0	0	0	3.17	3
cell_5834 	PS-Mes	7P	0	0	0	0	0	0	0	1.58	0	0	1	3
cell_5838 	PS-Mes	7P	1.58	0	3	2	0	0	0	1.58	0	0	3.17	3
cell_5850 	PS-Mes	7P	0	0	0	0	0	0	0	2	1	0	3	3
cell_5943 	PS-Mes	7P	2.58	0	3.17	1	0	0	0	1.58	0	0	2.58	3
cell_6613 	PS-Mes	7P	2.32	0	1.58	0	0	0	0	1.58	0	0	1.58	3
cell_7337 	PS-Mes	7P	0	1	1	0	0	0	0	2	0	0	2.32	3
cell_7396 	PS-Mes	7P	0	0	1.58	0	0	1	0	1	1	0	3.17	3
cell_7541 	PS-Mes	7P	2	0	0	0	0	1	0	2.58	0	0	1.58	3
cell_7565 	PS-Mes	7P	0	0	1	3	0	0	0	1.58	0	0	2	3
cell_7313 	PS-Mes	7P	2	0	3.32	4.75	0	0	0	2	1	0	2	3
cell_5885 	PS-Mes	7P	0	1.58	1.58	0	0	0	0	2.32	0	0	3	3
cell_6011 	PS-Mes	7P	0	1	1	0	0	0	0	1.58	0	0	3	3
cell_7195 	PS-Mes	7P	2.32	0	3.7	2.81	0	0	0	2.32	1	0	2	3
cell_5556 	PS-Mes	7P	2	0	2.32	0	0	0	0	1	0	0	3.17	3
cell_5570 	PS-Mes	7P	2	1	2.32	0	0	0	0	1	1	0	1.58	3
cell_5730 	PS-Mes	7P	1	1	1.58	0	0	0	0	2	1	0	2.81	3
cell_6205 	PS-Mes	7P	2	0	0	2.58	0	1	1	0	0	0	3.91	3
cell_6244 	PS-Mes	7P	2.32	0	2.58	3.91	0	0	0	2.58	1	0	3.17	3
cell_6418 	PS-Mes	7P	0	1	0	0	0	0	0	0	1	0	2	3
cell_6534 	PS-Mes	7P	0	0	0	0	0	0	0	1	1.58	0	2.32	3
cell_6607 	PS-Mes	7P	0	0	0	0	0	1	0	0	1	0	2.32	3
cell_6712 	PS-Mes	7P	0	1	2	2.81	0	0	1	2	1	0	1.58	3
cell_6794 	PS-Mes	7P	0	0	0	0	0	0	0	1.58	0	0	2	3
cell_6818 	PS-Mes	7P	1.58	0	3	1.58	0	0	0	2	0	0	3.32	3
cell_6962 	PS-Mes	7P	0	0	1	0	0	1	0	1.58	0	0	3.46	3
cell_6983 	PS-Mes	7P	0	1	1.58	1.58	0	0	0	3.58	1.58	0	4.09	3
cell_7082 	PS-Mes	7P	0	0	0	0	0	0	0	0	0	0	2	3
cell_7238 	PS-Mes	7P	1	0	0	0	0	0	0	1	0	0	2	3
cell_7252 	PS-Mes	7P	0	0	2.32	0	0	0	0	2	0	0	1	3
cell_7578 	PS-Mes	7P	0	0	1	0	0	0	0	1.58	1.58	0	2.58	3
cell_5776 	PS-Mes	7P	0	0	0	0	0	0	0	1	0	0	1.58	3
cell_6512 	PS-Mes	7P	0	0	0	0	0	0	0	0	0	0	2.32	3
cell_6633 	PS-Mes	7P	0	0	0	0	0	1	0	1	1	0	2	3
cell_6845 	PS-Mes	7P	1	0	1	2.32	0	1	0	2	0	0	1	3
cell_7389 	PS-Mes	7P	2.32	1	1	0	0	0	0	1.58	0	0	3.17	3
cell_6267 	PS-Mes	7P	0	0	0	0	0	0	0	0	0	0	0	3
cell_6174 	Epiblast	8A	0	1.58	2.81	0	1	0	0	1	0	0	2.32	1
cell_7610 	Epiblast	8A	0	1	0	0	0	0	0	1.58	0	0	3.32	1
cell_6582 	Epiblast	8A	0	0	0	0	0	0	0	0	0	0	0	1
cell_6101 	Epiblast	8A	0	1	0	0	0	0	0	0	0	0	0	1
cell_6352 	Epiblast	8A	0	1.58	0	0	0	0	0	1	0	0	1.58	1
cell_6564 	Epiblast	8A	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_6717 	Epiblast	8A	0	1	0	0	0	0	0	0	0	0	0	1
cell_7554 	Epiblast	8A	0	2	0	0	0	0	0	0	0	0	0	1
cell_7617 	Epiblast	8A	0	1.58	0	0	0	0	0	1.58	0	0	1.58	1
cell_5535 	Epiblast	8A	0	2.32	0	0	0	0	0	1	0	0	1.58	1
cell_6770 	Epiblast	8A	0	2.81	0	0	0	0	0	0	0	0	0	1
cell_6773 	Epiblast	8A	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_5883 	Epiblast	8A	1	2.32	0	0	0	0	0	2	0	0	3.58	1
cell_7048 	Epiblast	8A	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_5829 	Epiblast	8A	0	1.58	0	0	0	0	0	0	0	0	1.58	1
cell_6148 	Epiblast	8A	0	1.58	0	0	0	0	0	1	0	0	0	1
cell_5617 	Epiblast	8A	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_5727 	Epiblast	8A	0	2	0	0	0	0	0	0	0	0	0	1
cell_5869 	Epiblast	8A	0	1	0	0	0	0	0	1	0	0	0	1
cell_6130 	Epiblast	8A	0	2	0	0	1	0	0	0	0	0	0	1
cell_6759 	Epiblast	8A	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_6879 	Epiblast	8A	0	1.58	0	0	0	0	0	0	0	0	1	1
cell_7158 	Epiblast	8A	0	1	0	0	0	0	0	0	0	0	1	1
cell_7321 	Epiblast	8A	0	0	0	0	0	0	0	1.58	1	0	2.58	1
cell_6040 	Epiblast	8A	0	1	0	0	0	1	0	2.32	0	0	3.7	1
cell_7184 	Epiblast	8A	0	1.58	0	0	0	0	0	1	0	0	1	1
cell_7239 	Epiblast	8A	0	3.32	0	0	0	0	0	1	0	0	2.81	1
cell_6359 	Epiblast	8A	0	2.58	0	0	0	0	0	0	1	0	0	1
cell_6671 	Epiblast	8A	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_6678 	Epiblast	8A	0	1	0	0	0	0	0	0	0	0	0	1
cell_6951 	Epiblast	8A	0	1	0	0	0	0	0	0	0	0	2.32	1
cell_6478 	Epiblast	8A	0	1.58	0	0	0	0	0	1	0	0	1	1
cell_6611 	Epiblast	8A	0	1	0	0	0	0	0	1.58	0	0	0	1
cell_5928 	Epiblast	8A	0	2	0	0	0	0	0	0	0	0	0	1
cell_5715 	Epiblast	8A	0	1	0	0	0	0	0	0	0	0	1.58	1
cell_6681 	Epiblast	8A	0	1.58	0	0	0	0	0	1	0	0	0	1
cell_6987 	Epiblast	8A	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_6152 	Epiblast	8A	0	1.58	0	0	0	0	0	0	0	0	1	1
cell_6391 	Epiblast	8A	0	1	0	0	0	0	0	0	0	0	0	1
cell_7467 	Epiblast	8A	0	0	0	0	0	0	0	0	0	0	0	1
cell_5561 	Epiblast	8A	0	1	0	0	0	0	0	0	0	0	1	1
cell_5605 	Epiblast	8A	0	2	0	0	0	0	0	0	0	0	0	1
cell_5940 	Epiblast	8A	0	2	1.58	0	0	0	0	1	0	0	2.81	1
cell_6065 	Epiblast	8A	0	0	0	0	0	0	0	0	1	0	0	1
cell_6670 	Epiblast	8A	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_6677 	Epiblast	8A	0	1	0	0	0	0	0	1	0	0	2	1
cell_6957 	Epiblast	8A	0	0	0	0	0	0	0	0	0	0	0	1
cell_7210 	Epiblast	8A	0	2	0	0	0	0	0	0	0	0	0	1
cell_7267 	Epiblast	8A	0	0	0	0	0	0	0	0	0	0	1.58	1
cell_5534 	Epiblast	8A	0	0	0	0	0	0	0	0	0	0	0	1
cell_5929 	Epiblast	8A	0	1	0	0	0	0	0	0	0	0	0	1
cell_5930 	Epiblast	8A	0	1.58	0	0	0	0	0	1	0	0	0	1
cell_6551 	Epiblast	8A	1	1	0	0	0	0	0	1	0	0	1.58	1
cell_6687 	Epiblast	8A	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_6762 	Epiblast	8A	0	1	0	0	0	0	0	0	0	0	0	1
cell_6911 	Epiblast	8A	0	3	0	0	0	0	0	0	1	0	0	1
cell_7231 	Epiblast	8A	0	0	0	0	0	0	0	0	0	0	1.58	1
cell_7022 	Epiblast	8A	0	3	0	0	0	0	0	0	0	0	0	1
cell_7092 	Epiblast	8A	1	0	1	2.81	0	0	1	1	0	0	2.58	1
cell_7296 	Epiblast	8A	0	0	3.46	3.46	0	0	0	2.32	1.58	0	2.81	1
cell_5504 	Epiblast	8A	0	1.58	0	0	0	1	0	0	0	0	3	1
cell_6367 	Epiblast	8A	0	1	0	0	0	0	0	0	0	0	3.17	1
cell_6764 	Epiblast	8A	1	0	1	0	0	0	0	1	0	0	2.32	1
cell_5792 	Epiblast	8A	0	1	0	0	0	1	0	0	1	1	3.17	1
cell_6859 	Epiblast	8A	0	1.58	0	0	0	1	0	1	0	0	2.58	1
cell_7449 	Epiblast	8A	1.58	1	1	2.32	0	0	0	1.58	0	0	3.46	1
cell_6597 	Epiblast	8A	1	1	0	2.32	0	0	0	2	1.58	0	2.81	1
cell_6898 	Epiblast	8A	0	1	0	0	0	1	0	2.32	0	0	2	1
cell_7075 	Epiblast	8A	1	1	0	0	0	0	0	1.58	0	0	3.46	1
cell_6629 	Epiblast	8A	0	1	0	0	0	0	0	1.58	0	0	3.32	1
cell_6927 	Epiblast	8A	0	1	0	0	0	0	0	1	0	0	3.58	1
cell_7436 	Epiblast	8A	0	0	0	0	0	0	0	1	0	0	1	1
cell_7553 	Epiblast	8A	1	1	1.58	2	0	0	0	2.32	0	0	2.58	1
cell_7096 	Epi-Ect	8P	0	0	0	0	0	0	0	0	0	0	0	4
cell_5840 	Epi-Ect	8P	0	1.58	0	0	0	0	0	0	0	0	0	4
cell_6566 	Epi-Ect	8P	0	0	0	0	0	0	0	1	0	0	1	4
cell_7285 	Epi-Ect	8P	0	2	0	0	0	0	0	0	1	0	1.58	4
cell_6236 	Epi-Ect	8P	0	1	0	0	0	0	1	0	0	0	1	4
cell_5842 	Epi-Ect	8P	0	1	0	0	0	0	0	0	0	0	0	4
cell_6387 	Epi-Ect	8P	0	1	0	0	0	0	0	0	0	0	2.81	4
cell_5750 	Epi-Ect	8P	0	0	0	0	0	0	0	0	0	0	0	4
cell_6733 	Epi-Ect	8P	0	0	0	0	0	0	1	1	0	0	2.58	4
cell_7139 	Epi-Ect	8P	0	1.58	0	0	0	0	0	0	0	0	0	4
cell_5550 	Epi-Ect	8P	0	0	0	0	0	0	0	2	0	0	2.58	4
cell_5618 	Epi-Ect	8P	0	1	1	0	0	0	0	2.32	0	0	2.32	4
cell_5920 	Epi-Ect	8P	0	1	0	0	0	0	0	0	0	0	1	4
cell_6586 	Epi-Ect	8P	0	0	0	0	0	1	0	0	0	0	2	4
cell_5659 	Epi-Ect	8P	0	2.32	0	0	0	0	0	0	0	0	0	4
cell_6021 	Epi-Ect	8P	0	1.58	0	0	0	0	0	0	0	0	0	4
cell_6445 	Epi-Ect	8P	0	1	0	0	0	0	0	0	0	0	0	4
cell_6939 	Epi-Ect	8P	0	2.32	0	0	0	0	0	0	0	0	1	4
cell_5456 	Epi-Ect	8P	0	1	0	0	0	0	0	0	0	0	0	4
cell_5488 	Epi-Ect	8P	0	0	0	0	0	0	0	0	0	0	0	4
cell_5588 	Epi-Ect	8P	0	1	0	0	0	0	0	1	0	0	1.58	4
cell_5655 	Epi-Ect	8P	0	2.32	0	0	0	0	0	0	0	0	0	4
cell_6066 	Epi-Ect	8P	0	2.81	0	0	0	0	0	0	0	0	0	4
cell_6072 	Epi-Ect	8P	0	1	0	0	0	0	0	0	0	0	3	4
cell_6086 	Epi-Ect	8P	0	1	0	0	0	1	0	1	0	0	0	4
cell_6245 	Epi-Ect	8P	0	2.81	0	0	0	0	0	1	0	0	1	4
cell_6334 	Epi-Ect	8P	0	1.58	0	0	0	0	0	1	0	0	0	4
cell_6615 	Epi-Ect	8P	0	1.58	0	0	0	0	0	0	0	0	0	4
cell_6930 	Epi-Ect	8P	0	2.32	2.32	2.81	0	0	0	1	1	0	2	4
cell_6966 	Epi-Ect	8P	0	1	0	0	0	1	1	2	0	0	3	4
cell_7007 	Epi-Ect	8P	0	0	0	0	0	0	0	0	0	0	0	4
cell_7105 	Epi-Ect	8P	0	2	0	0	0	0	0	0	0	0	0	4
cell_7134 	Epi-Ect	8P	0	0	0	0	0	0	0	1.58	0	0	2.58	4
cell_7320 	Epi-Ect	8P	0	1.58	0	0	0	0	0	0	1	0	0	4
cell_7492 	Epi-Ect	8P	0	2	0	0	0	0	0	0	0	0	0	4
cell_7504 	Epi-Ect	8P	0	1.58	0	0	0	0	0	0	0	0	0	4
cell_6441 	Epi-Ect	8P	0	3	0	0	0	0	0	1	0	0	2	4
cell_7043 	Epi-Ect	8P	0	1	0	0	0	0	0	0	0	0	0	4
cell_5633 	Epi-Ect	8P	0	1.58	0	0	0	0	0	0	0	0	1	4
cell_6616 	Epi-Ect	8P	0	0	0	0	0	1.58	0	0	1	0	2.32	4
cell_6753 	Epi-Ect	8P	0	1	0	0	1	0	0	1	1	0	3.17	4
cell_7204 	Epi-Ect	8P	0	1	0	0	0	0	0	1	0	0	1.58	4
cell_7377 	Epi-Ect	8P	0	2	0	0	0	0	0	2	0	0	0	4
cell_7527 	Epi-Ect	8P	1	0	0	0	0	0	0	2.58	1	0	2.81	4
cell_7550 	Epi-Ect	8P	0	1	0	0	0	0	0	0	0	0	0	4
cell_7576 	Epi-Ect	8P	0	0	0	0	0	0	0	0	0	0	0	4
cell_6808 	Epi-Ect	8P	0	0	0	0	0	0	1	0	0	0	0	4
cell_5694 	Epi-Ect	8P	1	0	1.58	2	0	0	0	1.58	0	0	1.58	4
cell_6026 	Epi-Ect	8P	0	0	1	1	0	0	0	1	0	0	0	4
cell_6476 	Epi-Ect	8P	0	0	3.17	3.17	0	0	1	1.58	0	0	0	4
cell_6546 	Epi-Ect	8P	0	0	1	2.58	0	0	0	1	0	0	0	4
cell_7264 	Epi-Ect	8P	0	0	1.58	2	0	0	0	1	1	0	0	4
cell_6637 	Epi-Ect	8P	1	0	1	0	0	0	2.32	0	0	0	0	4
cell_5667 	Epi-Ect	8P	0	0	0	2.32	0	0	0	0	0	0	0	4
cell_7438 	Epi-Ect	8P	0	0	1	2.32	0	0	0	1.58	0	0	2	4
cell_6035 	Epi-Ect	8P	1	0	1.58	3.91	0	0	0	1.58	0	0	1.58	4
cell_6046 	Epi-Ect	8P	1.58	0	2	3.32	0	0	0	2.32	0	0	0	4
cell_6341 	Epi-Ect	8P	1.58	0	2.32	4.39	0	0	0	1.58	1	0	1	4
cell_6594 	Epi-Ect	8P	0	0	2	3.91	0	0	0	1.58	1	0	1.58	4
cell_5540 	Epi-Ect	8P	2.58	0	1.58	3.32	0	0	0	1.58	0	0	3.17	4
cell_5787 	Epi-Ect	8P	2.58	0	0	3	0	0	0	1.58	1	0	3.17	4
cell_5857 	Epi-Ect	8P	0	0	1	3.32	0	0	0	1.58	0	0	1	4
cell_5860 	Epi-Ect	8P	2.32	0	2.58	3.46	0	0	0	2.58	0	0	0	4
cell_5933 	PS-Mes	8P	0	0	3.32	4.09	0	0	0	2	0	0	2.81	3
cell_6221 	PS-Mes	8P	2	0	0	3.46	0	0	0	1.58	0	0	3	3
cell_6274 	PS-Mes	8P	1.58	1	0	4.46	0	0	0	2	0	0	1	3
cell_6291 	PS-Mes	8P	0	0	1	3	0	0	0	1.58	0	0	0	3
cell_6317 	PS-Mes	8P	1	0	1.58	2.32	0	0	0	0	0	1	1.58	3
cell_6349 	PS-Mes	8P	1	0	2	2.32	0	0	0	1	0	0	0	3
cell_6474 	PS-Mes	8P	1.58	1	0	3.58	0	0	0	1	1	0	2.32	3
cell_6499 	PS-Mes	8P	0	0	2	3.46	0	0	0	2.32	0	0	1.58	3
cell_6673 	PS-Mes	8P	2.58	0	0	4	0	0	0	2.58	1	0	3.46	3
cell_7106 	PS-Mes	8P	0	0	1	3	0	0	0	2.32	0	0	2.81	3
cell_7260 	PS-Mes	8P	0	0	0	2.32	0	0	0	1	0	0	1.58	3
cell_7308 	PS-Mes	8P	1	0	0	2.32	0	0	0	2	0	0	1	3
cell_7502 	PS-Mes	8P	0	0	1	2.32	0	0	0	1	0	0	0	3
cell_7528 	PS-Mes	8P	0	0	2	2.81	0	0	0	2	1	0	1	3
cell_6178 	PS-Mes	8P	0	0	1	2.81	0	0	1.58	2.32	0	0	0	3
cell_5486 	PS-Mes	8P	2.58	0	2.32	3.58	0	0	0	1	0	0	1	3
cell_5737 	PS-Mes	8P	2.32	0	3	4	0	0	1	3.32	0	0	2.58	3
cell_5797 	PS-Mes	8P	2	1	1.58	4.25	0	0	0	1.58	2	0	1.58	3
cell_6033 	PS-Mes	8P	2.58	0	2	4.17	0	0	0	1.58	0	1	2.32	3
cell_6112 	PS-Mes	8P	2.32	0	2.58	4.09	0	0	0	2.32	1	0	2.32	3
cell_6514 	PS-Mes	8P	0	0	2	2.81	0	0	0	1	0	0	0	3
cell_7009 	PS-Mes	8P	1.58	0	2.81	4.09	0	0	0	1	0	0	2	3
cell_7076 	PS-Mes	8P	2.32	0	1.58	4	0	0	0	2	2.32	0	3.58	3
cell_7157 	PS-Mes	8P	3.81	0	2	4	0	0	0	1	0	0	1.58	3
cell_7282 	PS-Mes	8P	0	0	2	2.81	0	0	0	0	1	0	1.58	3
cell_7393 	PS-Mes	8P	1.58	0	1	2.58	0	0	0	1	1.58	0	2.32	3
cell_6137 	PS-Mes	8P	0	0	2.32	3.7	0	0	0	1	0	0	0	3
cell_6270 	PS-Mes	8P	2	0	0	3.17	0	0	0	1.58	1.58	0	1.58	3
cell_6599 	PS-Mes	8P	1	0	2.32	4.17	0	0	0	1.58	0	0	2	3
cell_5654 	PS-Mes	8P	0	0	0	0	0	0	0	1.58	1	0	2.58	3
cell_5593 	PS-Mes	8P	0	1	2	0	0	1.58	0	0	0	0	2.81	3
cell_6995 	PS-Mes	8P	0	0	1	1	0	0	0	1.58	0	0	1	3
cell_6019 	PS-Mes	8P	0	1	0	1.58	0	0	0	0	0	0	1.58	3
cell_6449 	PS-Mes	8P	0	1	2	3	0	0	0	2	1	0	2.32	3
cell_6486 	PS-Mes	8P	1.58	0	1	0	0	0	0	1.58	2	0	3.46	3
