Genes	2EA(1)	2EP(1)	2EA	2EP	3EA	3EP	4EA	4EP	5EA	5EP	6EA	6EP	7EA	7EP	8EA	8EP
Sh3glb1	0	0.4	0	0.4	0.6	0.3	1.9	1.9	3.1	3.5	2.6	3.8	2.8	3.2	3.6	3.3
Sh3glb2	0	1.4	0	1.4	0	2.4	0.5	1.9	1	1.3	0	4.3	1.8	3.6	3.2	2.1
Sh3kbp1	1.4	1	1.4	1	1	0	0.5	0.1	0	0.2	0.8	0.9	0.2	0.8	0	0
Sh3pxd2a	0	0	0	0	0	0.9	0.2	0.5	0.4	0	0	1.5	1	1.6	0	2
Sh3pxd2b	0.3	1.1	0.3	1.1	1.8	0.8	0.9	0.8	0	0.7	0.6	1.4	0.7	0.9	0.4	0.6
Sh3rf1	0	0	0	0	0	0	0	0.3	0	0.6	0	2	0.3	1.7	0.5	1.6
Sh3tc1	1.9	0.7	1.9	0.7	1	1.6	1.4	2	1.8	2.3	2.8	4	1.3	2.6	2.7	3.3
Sh3tc2	0.8	0	0.8	0	0	0	0.6	0.4	1.1	0.8	0	0.6	1.9	0	0	0.5
Sh3yl1	0	0	0	0	0	0	1	0.8	2	1.6	1.4	1.8	0	1	0	0
Sharpin	0	0	0	0	0	2.9	1.1	3	2.1	3	0.4	4.3	2.2	3.1	2.3	3
Shb	0.7	0	0.7	0	4.3	0	3.7	0	3	0	1.4	3.1	1.1	2.4	1.5	0.2
Shc1	0.7	0	0.7	0	0	2	1.4	2.1	2.8	2.2	1.5	2.6	0.2	2.2	3.2	2.5
Shc2	0	0	0	0	0	0	0.4	0	0.7	0	0.4	0	0	0	0	1.5
Shcbp1	0	0.8	0	0.8	3.4	3.5	2.4	3.3	1.3	3.1	1.5	3.8	3.7	2.5	3.1	3
Shd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shf	0	0	0	0	0	0	0	0	0	0	0	3.6	1.6	2.6	0	3.3
Shfm1	5.8	7.5	5.8	7.5	5.3	5.5	6.3	6.3	7.2	7.1	8.1	8.9	8.4	9	8.8	9.2
Shisa2	1.5	0	1.5	0	0	0	0.2	0	0.3	0	2.2	0.7	1.8	0	0	0
Shisa4	0	0	0	0	0	0	1.5	0.4	2.9	0.8	0	0	1.6	3.9	0	3.1
Shisa5	0	1	0	1	0	2.5	0.6	3.2	1.1	3.8	5.3	3.2	3.2	3.2	4.6	4.3
Shisa7	0	0	0	0	0	0	0	0.9	0	1.7	0	0	0	0	0	0
Shkbp1	0	0	0	0	1.5	1.1	0.8	1	0	0.8	2	3	2.1	2.1	2.9	3.2
Shmt1	0	4	0	4	0	0	1.1	1.8	2.1	3.6	2.6	5	3.3	4.3	3.2	4.9
Shmt2	3.5	0.7	3.5	0.7	0	0	1.8	2	3.5	4	4.3	3.7	2.2	4.5	3.6	4.1
Shoc2	3.3	3.2	3.3	3.2	3.2	3	2.9	3.4	2.6	3.8	3	4.2	3.1	3.3	3.4	3.5
Shprh	1.2	0.5	1.2	0.5	0	0.8	0.5	0.9	1	1	1.5	1.4	2.1	1.1	1.5	1
Shq1	0	0.8	0	0.8	1.1	0	1	0.3	0.9	0.5	2	0	1.4	1.4	1.1	1.8
Shroom1	0	0	0	0	0	0	0	1	0	2	0	0	0	0.7	1.5	2
Shroom2	0.3	1.6	0.3	1.6	0	0.2	0.9	0.1	1.8	0	0.1	1.2	1.2	1.2	2.5	0.8
Shroom3	1	1.4	1	1.4	0	0.2	0.6	0.1	1.1	0	0	1	0.5	0.9	0.8	0.2
Siae	1.4	0	1.4	0	0.7	0.3	1.2	1.5	1.6	2.7	1.2	0	0.4	1.7	2.3	2.6
Siah1a	0	0	0	0	0	1.4	0.6	1.6	1.1	1.8	0.3	0.5	1.9	2.3	2	1.1
Siah1b	2.7	0	2.7	0	1.2	0.6	0.9	1.4	0.6	2.2	1.6	1	1.5	3	1.9	3.2
Siah2	0	0	0	0	0	0	1.2	0.8	2.3	1.6	0	4	1	1	0	0
Sidt2	2.9	1.6	2.9	1.6	3	0	2.6	1.9	2.2	3.8	3.3	1	3.2	2.2	3.1	2.5
Sigirr	0	0	0	0	2.1	1.5	2	1.8	1.8	2	3.5	4.1	3.5	3.9	4.4	5.6
Siglec5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Siglech	0	0.7	0	0.7	0	2.7	0	1.4	0	0	0	0	0	0	0	0
Sigmar1	3.7	3.7	3.7	3.7	1.3	3.2	2.3	2.6	3.3	1.9	4.6	5.1	4.1	4.6	4.4	4.4
Sik1	0	2.1	0	2.1	0	0	0.1	0.1	0.2	0.2	1.3	1.2	0.2	1.6	0.7	0
Sik2	0	1.4	0	1.4	0	0	0.3	0.9	0.5	1.7	0	0	0.7	1.4	0.8	0
Sik3	0.6	0	0.6	0	0	0	0.7	0.8	1.3	1.5	0.6	1.4	1.1	0.2	1.6	1.6
Sike1	0	0	0	0	0	0.4	1	0.8	2	1.1	0	2.2	0.8	1.3	2	1.3
Sil1	0	0	0	0	2.7	0	1.4	0	0	0	2	1	1.8	2.4	3.5	2.2
Simc1	0	0	0	0	0	0.2	0	0.1	0	0	0.4	0.7	0.1	1.5	0	2.1
Sin3a	3.4	3.2	3.4	3.2	3.6	2.8	2.7	2.8	1.8	2.7	2.2	3.3	3.4	3.6	2.9	2.7
Sin3b	0	4.2	0	4.2	1.8	2.8	1.4	4.3	0.9	5.8	4.3	5.1	4.1	4.6	5.4	5.5
Sipa1	0	0.8	0	0.8	0	2.5	0.7	1.3	1.4	0	2.6	1.7	0.2	1.1	0.5	0.4
Sipa1l1	1.7	2.4	1.7	2.4	1.9	0.4	1.5	0.6	1	0.7	2.1	0.8	1.2	1.7	1.6	1.6
Sipa1l2	0	0	0	0	0	0.2	0.6	0.1	1.2	0	1.8	0.8	0.3	1.6	0.4	0.2
Sirpa	0	0.5	0	0.5	0	0.6	0.2	0.3	0.3	0	0.4	0	0	0	2.2	0
Sirt1	0	0	0	0	0	0.3	0.5	0.7	1	1.1	2	2.3	1.4	2.5	1.4	2.9
Sirt2	0	1.5	0	1.5	1.3	0.6	1.3	2.7	1.3	4.7	2.7	2.6	2.5	1.2	3.4	3.9
Sirt3	0	3.3	0	3.3	2.9	0	1.8	0	0.7	0	0	0	0	2.2	4	0
Sirt4	0	0	0	0	0	0.7	0	1.1	0	1.4	0	0	0	0	0	0
Sirt5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1.1	0
Sirt6	0	0.9	0	0.9	0	0	1.1	0	2.2	0	3.5	3.3	3.3	3.5	4.4	4.1
Sirt7	0	0	0	0	0	0	1.1	0	2.2	0	0	0.3	1.5	3.4	1.9	3.5
Siva1	5.9	6.4	5.9	6.4	4	5.4	5.1	5.7	6.2	6	6.5	7.2	6.5	7.2	6	6.8
Six1	1.2	0	1.2	0	0	0	0	0	0	0	0.3	1.2	1.3	0.2	0	0
Six2	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0	2.8
Six4	0	1.2	0	1.2	0.5	0	0.3	0	0	0	0.1	0	0.5	0	0	0
Six5	0	0	0	0	0	0	0	0	0	0	0	3.3	0	1.3	0	0
Ska1	0	1.7	0	1.7	0	0.7	0.2	1.2	0.4	1.7	2.1	2.8	1.3	2.1	1.2	1.8
Ska2	3.1	4.1	3.1	4.1	0	0.8	1.9	2.1	3.8	3.3	2.8	5.1	0	4.6	2.6	2.7
Ska3	2.4	1.8	2.4	1.8	0	1.6	0.6	0.8	1.1	0	1.5	3.2	1.4	3.5	0.7	3
Skap1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Skap2	0	2.5	0	2.5	0	0	2	0	3.9	0	0	3.1	0	0	0.9	0
Ski	2.6	0.3	2.6	0.3	1.7	0.6	1.2	0.7	0.7	0.8	0.4	2	2.2	2.7	2.4	2.8
Skida1	0	0.4	0	0.4	0	0.7	0.9	0.4	1.8	0	2.1	0	0	0.8	0	0
Skil	0.9	0	0.9	0	1	1.1	1.6	1.2	2.1	1.3	2.6	3.3	2.7	3.4	2.6	3.1
Skint1	0	2.8	0	2.8	0	0	0	0	0	0	0	0	0	0	0	0
Skint7	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Skiv2l	0.5	2.5	0.5	2.5	0	1.1	1	0.7	2	0.3	1.7	2.4	2.6	1.5	2.1	1.8
Skiv2l2	3.1	0.5	3.1	0.5	0	1	0.7	1	1.4	1	2	3.8	2.7	3.9	3.5	4.1
Skp1a	5.7	5.4	5.7	5.4	4.5	4.7	4.8	4.5	5.1	4.2	5	6	5.1	6.1	6.3	6.2
Skp2	1.7	2.9	1.7	2.9	0	1.8	1.5	1.8	3	1.8	3.5	4.6	3.1	2.9	4.2	4.3
Sla2	3.6	4.5	3.6	4.5	3.7	3	2.5	3.3	1.2	3.6	4.6	4.8	4.3	4.9	4.5	4.5
Slain1	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0.4
Slain2	0	0	0	0	1.5	1.4	1.1	1.3	0.7	1.1	2.2	2	2.3	2.9	1.6	0.2
Slbp	2.5	3.3	2.5	3.3	2.4	3.9	2.5	3.7	2.6	3.4	2.3	4.4	3.8	5.2	4.7	5.5
Slc10a1	0	0	0	0	0	0	0	0	0	0	0	0.6	0.5	0.5	1.2	1
Slc10a3	0	0	0	0	0	0	0.8	0.8	1.6	1.5	0	0.3	1.3	1.8	0.5	3.5
Slc10a7	0	0.5	0	0.5	1.1	0	1	0	0.9	0	0.2	0.9	0.2	0.5	1.8	0
Slc11a2	0	1.4	0	1.4	0	1.9	0.9	1	1.8	0	2.6	4.7	2.2	2.5	4.3	2.9
Slc12a2	2	1	2	1	0.7	1	0.6	0.5	0.4	0	1.8	1.8	2.4	2	1.6	0.4
Slc12a4	0	0.5	0	0.5	0	0.5	0	0.3	0	0	0.5	1.6	0.5	0.3	1.4	1.1
Slc12a6	0	0.3	0	0.3	1.1	1.6	0.8	1.8	0.5	2	0.2	1.4	1.6	1.1	1.6	0.5
Slc12a7	0	1.1	0	1.1	0	2.3	1.2	2.4	2.4	2.5	2.4	2.9	1.8	2.9	2.5	2.2
Slc12a9	0	0	0	0	0	0.6	0	0.3	0	0	2.1	2.5	1.4	3.3	2.5	2.9
Slc13a3	0	0	0	0	0	0	0	0	0	0	0	1.3	0	0.6	2	0
Slc13a4	0	2.1	0	2.1	0.7	0.3	2.5	2	4.3	3.7	5	5.6	5.5	5.2	6.4	5.8
Slc15a1	0	0	0	0	0	0	0	1.2	0	2.4	0	0	0.2	0	0	0
Slc15a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc15a4	1.2	0	1.2	0	0	0	0.2	0.9	0.4	1.8	2	0.8	2	1.7	1.4	1
Slc16a1	3.1	5	3.1	5	4.5	3.9	5	4.4	5.5	4.9	6.6	6.9	6.9	5.8	7.4	6.8
Slc16a10	0	0	0	0	0	0	0.7	0.2	1.3	0.4	2.1	1.9	1	0.1	2.9	2
Slc16a11	0	0	0	0	2.3	1.8	1.2	2.1	0	2.3	0.4	2.2	0.7	0.7	1.4	2.5
Slc16a13	1.3	1.1	1.3	1.1	1.5	3.2	2	2	2.4	0.7	4.3	5	3.7	4.8	4.8	4.4
Slc16a2	0	0	0	0	0	0	0	0.5	0	1	0	0	1.6	1.6	1.5	0.1
Slc16a3	3	3.6	3	3.6	3.4	4.3	3.7	3.4	3.9	2.4	5.1	5.4	4.6	5.4	4.4	4
Slc16a4	0	0	0	0	0	0	0	0.4	0	0.8	1	0	0	1.3	1.6	0
Slc16a6	0	0	0	0	0	0	1.5	0.2	2.9	0.3	1.4	3.7	0.6	2.5	1.9	1.3
Slc16a9	0.6	0.5	0.6	0.5	0.7	0.3	1.1	0.8	1.5	1.3	2.6	3.8	3.9	2	2.7	3.9
Slc17a5	0	0	0	0	0	0	0.2	0	0.3	0	0	0	1.2	0.4	2	1.5
Slc17a9	0	0	0	0	1.6	0.5	1.4	0.3	1.1	0	0.3	2.2	2.1	0	1.6	0
Slc18a1	0	1.9	0	1.9	0	0	0	0	0	0	0.8	2.6	0	0.4	2	0
Slc18a2	1	1.1	1	1.1	0	0	0	1	0	1.9	0	0.6	1.5	2.6	1.1	0.7
Slc18b1	0	0	0	0	2.3	0.9	1.4	0.5	0.4	0	0	0.2	0.6	0.2	0	0.8
Slc19a1	0	3.1	0	3.1	0	0	0	1	0	2	4.2	2.1	2.1	3.2	2.8	4.1
Slc19a2	0	0	0	0	0	0.3	0	0.6	0	0.8	1.8	0	0.9	1.5	1.3	2.9
Slc19a3	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	1.7
Slc1a3	0	0	0	0	1.8	1.6	0.9	0.8	0	0	2.2	0	1.4	1.6	0.3	0
Slc1a4	0	0	0	0	0	0.3	0.2	0.6	0.3	0.9	0.8	1.6	1.5	2	0.9	2.4
Slc1a5	0.7	3	0.7	3	0	1.2	0.8	0.6	1.6	0	1.6	3.5	2.7	4.2	0.2	3.6
Slc20a1	3.4	2.1	3.4	2.1	3.8	2.1	3.1	2.5	2.3	2.8	3	3.9	4	3.5	3.7	3.2
Slc20a2	1	0	1	0	0.7	1.3	0.4	0.9	0	0.5	2.5	3.6	1.3	2.6	3.1	2.7
Slc22a13b-ps	0	0	0	0	0	0	0	0	0	0	0	0	2.7	0	0.3	2.4
Slc22a17	0	0	0	0	0	0	0.9	0	1.7	0	2.5	0.2	0.3	0	1.3	2.1
Slc22a18	0	0	0	0	0	0.7	0.3	0.4	0.6	0	0	0	2.1	1.1	2.9	0
Slc22a21	0	1.5	0	1.5	0	0	0	0	0	0	0	0	0	2.3	0	0
Slc22a23	2.1	1.1	2.1	1.1	0	1	0.9	1.5	1.8	2	2.4	2	1.4	2.4	3.5	1.5
Slc22a27	0.9	0	0.9	0	1.6	0	0.8	0	0	0	0.3	0	0	0	0	0
Slc22a29	0	0	0	0	0	0.5	0.7	0.3	1.3	0	0.6	0	0	0	0	0
Slc22a5	0	0	0	0	0	2.2	0.8	2.3	1.6	2.3	0.4	0	1.8	1.5	0.3	1.3
Slc22a7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a8	0	0	0	0	0	0	0	0	0	0	0	2.3	0	0	2.3	0
Slc23a1	0	0	0	0	2	0	1.5	1.1	0.9	2.1	1.5	3.5	1.9	3.3	4.6	3.9
Slc23a2	0	0.5	0	0.5	0	0.6	0	0.9	0	1.1	0	0.3	0.5	0.6	1.2	0.1
Slc23a3	0.9	0	0.9	0	0	2	0	1	0	0	0	1.6	0	0	0	1.2
Slc24a6	0	1	0	1	0	0	0	1.1	0	2.2	2.9	0.2	1.2	0.7	0.5	3.4
Slc25a1	0	2.9	0	2.9	3.6	2.6	1.8	1.8	0	1	3.6	6	2.1	4.1	4.4	5
Slc25a10	1.2	1.8	1.2	1.8	2.1	0	1.8	0.7	1.4	1.3	2.6	3.1	3	3.9	3.5	3.6
Slc25a11	3.6	2.3	3.6	2.3	4.7	0.6	3.6	2.7	2.5	4.7	3.9	5	4.3	4.5	4.5	3.8
Slc25a12	0	0	0	0	2	0	1.7	0	1.3	0	0.3	0.5	0	0	0	0
Slc25a13	2	0	2	0	2.2	2.6	1.4	2.4	0.6	2.1	2	3	1.8	3.7	2.3	2.8
Slc25a14	0	0	0	0	0	0	0	0	0	0	0	4.2	0.8	1.7	0.6	0.9
Slc25a15	0	0	0	0	0	1.6	0.7	1.1	1.3	0.6	2.5	4.4	1.8	2.1	3.1	2.8
Slc25a16	0	0	0	0	0	1.8	0	1.1	0	0.3	0	2.1	0	0.7	1.8	2.1
Slc25a17	2.2	0.9	2.2	0.9	1.3	1.1	2.2	1.8	3	2.5	1	3.8	3	3.3	3.6	1.6
Slc25a19	0	0	0	0	0	0	1.3	0.2	2.5	0.4	0	2	1.3	0.8	2.2	1.7
Slc25a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a20	3.3	0	3.3	0	0	0	0	0.3	0	0.6	0.7	3.8	0.4	0.7	3.4	1.7
Slc25a21	0	0	0	0	0	2.1	0	1.1	0	0	0	0	0	1.2	1.8	1.7
Slc25a22	0	3.2	0	3.2	2.4	1.9	1.7	1.3	1	0.7	3	3.8	3.6	2.6	3.5	3.5
Slc25a23	0	0	0	0	0	0.8	0.9	0.4	1.8	0	0.2	0	1.2	0.4	0.4	0
Slc25a24	0	2.4	0	2.4	0	0	0.4	0.8	0.8	1.6	0	0.3	0.7	0.5	0	0
Slc25a25	0	2.1	0	2.1	0	0	0	0.5	0	1	0	0	0.2	0.2	1.5	0.3
Slc25a26	0	0	0	0	0	0.6	0.5	0.3	0.9	0	0.4	2.2	2.6	3	0	1.3
Slc25a27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a28	2.3	0	2.3	0	0	1.1	1.4	1.7	2.7	2.2	3.2	3.9	1.7	3.7	3.8	4.6
Slc25a29	0	0	0	0	0	0	0	0	0	0	0	2.3	0.9	0	0	0
Slc25a3	6.8	6.7	6.8	6.7	4	5.9	5.2	6.4	6.3	6.9	7.2	7.8	7.1	7.8	7.9	8
Slc25a30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a31	0	0.8	0	0.8	0	0	0	0	0	0	0	3.1	1.5	0	1.4	0
Slc25a32	0	0	0	0	0	0	0.5	0	0.9	0	1.4	0	1.2	0	0.4	1.4
Slc25a33	0	0.8	0	0.8	0	0	1.6	1.6	3.1	3.1	2.8	3.5	3.6	3.7	3.5	3.9
Slc25a36	0	0	0	0	0	1.8	0	0.9	0	0	1.3	0.2	1.1	1.1	2	1.4
Slc25a37	0	0	0	0	0.6	0	1.5	0.4	2.4	0.7	0	1.8	1.6	1.9	1.1	0.7
Slc25a38	0	0	0	0	1.3	2.4	0.7	1.2	0	0	0.8	2.4	1.5	3.1	4	4.8
Slc25a39	4.6	3.2	4.6	3.2	1.9	2.7	3.1	3.4	4.3	4.1	4.3	5.5	4.6	5.5	6	5.5
Slc25a4	5.2	7	5.2	7	5.4	6	6	6.3	6.6	6.5	6.9	7.7	7.2	7.2	7.7	7.4
Slc25a40	0	0	0	0	0	0	1.7	1.2	3.3	2.3	0.9	1.9	1.2	2.1	0.5	1.5
Slc25a41	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0
Slc25a42	0	0	0	0	0	1.4	0	1.4	0	1.4	0	0	0	0.9	0.2	0
Slc25a44	0.6	0	0.6	0	1.8	1.5	2.3	1.5	2.8	1.4	3.9	3	1.6	2.4	3.5	2.7
Slc25a45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Slc25a46	1.2	2.8	1.2	2.8	1.3	1.5	1.8	0.8	2.3	0	0.6	1.8	3.2	1.6	2.5	2.9
Slc25a47	0	0	0	0	0	2.5	0	1.3	0	0	2.7	0	0.8	0	1	2.4
Slc25a5	6.9	6.9	6.9	6.9	5.2	5.7	5.5	6	5.7	6.3	5.1	8.1	6.6	7.7	8	8.5
Slc25a51	1.1	0	1.1	0	0	1.1	0.7	1.6	1.3	2.1	1.1	3.4	2.6	2.7	3.1	1.5
Slc25a54	0	0	0	0	0	0	0.6	0	1.1	0	0	0	0	0	0	0
Slc26a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc26a10	0	0.7	0	0.7	0	0	0.7	0	1.3	0	0	0.3	0	1.4	1.6	0
Slc26a11	0	0	0	0	0	0	0	0	0	0	0	1.3	2.2	0	1	1.6
Slc26a2	0	0	0	0	0	0	0	0.4	0	0.7	1.2	2.5	1.9	1.7	1.1	1.7
Slc26a6	0	0	0	0	0	0	0	0	0	0	0	2.2	0	1.3	0	2.3
Slc27a1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.8	1.3	0
Slc27a2	0	0	0	0	0	0	0.8	0	1.5	0	0	0	0	0	0	0
Slc27a3	1.4	1.2	1.4	1.2	0	0	0.9	0	1.8	0	1.2	2.1	2.6	3.3	2.3	3.1
Slc27a4	0	2.5	0	2.5	0	1.1	0.2	1.3	0.3	1.4	1.2	3.1	2.7	1.7	3	2.9
Slc28a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc28a2	0	0.8	0	0.8	0	0.3	0	0.8	0	1.3	0.8	3.2	0	1.8	1.8	2.6
Slc29a1	1.6	3.8	1.6	3.8	2.8	0.6	2	0.9	1.2	1.2	2.8	5.2	4	2.6	3.1	3.1
Slc29a2	0	1.1	0	1.1	0	0	1.2	0	2.3	0	0.5	2.2	0.7	2.6	2.9	3.5
Slc29a3	0	0	0	0	0	0	0	0	0	0	0.7	1.9	0	1.6	1.4	1.3
Slc29a4	0	0	0	0	0	0	0	0.8	0	1.5	0	0.5	0.6	1.5	0	0
Slc2a1	4.5	3.5	4.5	3.5	5	2.5	5.1	3	5.1	3.5	5.2	5.1	5.4	5.7	5.8	6
Slc2a13	0	1.6	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0
Slc2a2	0	0	0	0	0	0	0	0	0	0	0	1.6	0	2.9	3.3	4.4
Slc2a3	5.3	6.6	5.3	6.6	6	5.3	6.5	5.8	6.9	6.3	7.8	8.7	8.2	7.3	9.4	8.6
Slc2a4	0	0	0	0	0	0	0	0	0	0	1.1	0	0	0.9	0	0
Slc2a4rg-ps	0	0	0	0	0	0	0.6	0.8	1.2	1.6	0.8	0	1.2	0.9	2	0.5
Slc2a8	0	1.3	0	1.3	0	0	0	0	0	0	0	0.7	0	2.3	2.4	3.1
Slc30a1	0.4	1.6	0.4	1.6	0	1.2	0.6	1	1.1	0.7	1.2	2.9	2.4	1.8	3	3.3
Slc30a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc30a3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
Slc30a4	1.4	0.3	1.4	0.3	1.4	3	1.6	2.7	1.7	2.3	1.3	2.9	2.7	1.6	1.8	2.8
Slc30a5	1.4	1.2	1.4	1.2	0	2.2	0.9	1.3	1.7	0.3	2	2.9	0.2	2.2	2.6	2.3
Slc30a6	1.5	1.9	1.5	1.9	0	0	0	1.3	0	2.5	2.9	3.2	2.5	3.4	3.1	2.4
Slc30a7	0	1	0	1	0	0	0	0.5	0	1	0	2.6	1.2	1.3	1.8	1.8
Slc30a8	0	0	0	0	0	0	1.6	0	3.1	0	0	0	0	0	0	0
Slc30a9	1.6	1.6	1.6	1.6	1.5	0.8	1.5	0.6	1.5	0.3	2.3	1.5	2.3	1.8	2.8	2
Slc31a1	0	1.7	0	1.7	0	0.5	0.5	1.4	1	2.2	3	4.5	3.4	2.5	3.4	3.6
Slc31a2	0	0	0	0	4.5	0	2.3	0	0	0	1.9	1.7	1.6	0.7	2.2	2.5
Slc33a1	0	0	0	0	0	0.4	0.6	0.9	1.2	1.4	0.3	1.2	0.5	2.3	2.4	4
Slc34a2	0	3.3	0	3.3	0	2.2	0.8	1.4	1.6	0.5	1.7	3.2	0.2	1.4	3.1	2
Slc34a3	0	0	0	0	0	0	0	1.3	0	2.5	3.4	0.7	0	1.4	2.5	2
Slc35a1	2.7	0	2.7	0	2.4	2	2.3	2.4	2.1	2.8	0.6	5	4.6	3.3	2.8	3.3
Slc35a2	0	3.8	0	3.8	0	0	1.4	0	2.8	0	2.7	2.8	1.1	2.9	3.3	3.6
Slc35a3	0	0	0	0	0	0	0	0	0	0	0	0	0.8	2.3	0.7	1.2
Slc35a4	1.6	3.8	1.6	3.8	0.9	1.4	1.7	1.9	2.5	2.3	3.9	4	3.6	4.9	5.1	4.4
Slc35a5	0	0	0	0	0	0	0	0.2	0	0.3	0	0.7	1.7	1.3	1.4	0
Slc35b1	5.2	4.7	5.2	4.7	3.5	1.8	4.2	2.1	4.8	2.3	4.6	5.6	5.4	5.7	6.1	5.9
Slc35b2	2.6	3.1	2.6	3.1	1	0.5	1.6	0.5	2.2	0.5	2.9	2.8	1.5	3.9	4	4.9
Slc35b3	1.6	0	1.6	0	2.2	0	2.5	1.2	2.7	2.3	3.4	4.4	1.6	2.4	3	3.5
Slc35b4	1.8	0	1.8	0	0	2.6	0.2	2.5	0.3	2.4	0.8	5	2.2	2.8	3.7	3.7
Slc35c1	2.2	1.4	2.2	1.4	1.8	0	2.2	1.1	2.6	2.1	0.3	0.8	2.8	2.4	3	2.9
Slc35c2	1.6	3.6	1.6	3.6	2.2	0	2.5	1.6	2.8	3.2	3	1.8	1.7	2.7	3.4	3.5
Slc35d1	0.7	1	0.7	1	0	0	0	0.4	0	0.7	2.4	2.6	0.4	1.1	2.6	1.8
Slc35d2	0	0	0	0	0	0	0.2	0.3	0.4	0.5	0	0.2	1.7	1.7	0.4	0.5
Slc35d3	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3	0.2	0
Slc35e1	0.3	1.7	0.3	1.7	0	1	0.3	1.5	0.6	2	1.1	2.1	1.8	2	1.7	2
Slc35e2	0	1.7	0	1.7	1.8	0.3	1.2	0.9	0.6	1.5	0.7	0.3	0.5	1.4	0.3	1.7
Slc35e3	0	1.4	0	1.4	0.7	0	0.9	0	1.1	0	2.2	0.7	2	0.4	2.3	2.7
Slc35f2	0	0	0	0	0	0	0.6	0	1.2	0	0	2.2	2.7	1.7	1.8	1.4
Slc35f5	0	3.3	0	3.3	0	0	0	0	0	0	0.7	2	0	1.4	3.1	3.1
Slc35f6	0	3.9	0	3.9	1.9	0.6	1.4	0.6	0.8	0.6	0.2	3.5	2.2	1.2	2.8	4.2
Slc35g1	0	0	0	0	1.2	0	1.8	0	2.4	0	1.1	2.6	1.9	2	2.3	3.2
Slc35g2	0	0	0	0	0	2	0.9	1	1.7	0	2.9	0	3.5	3.9	4.2	1.1
Slc36a1	1.4	0	1.4	0	0	1.3	0.8	1.3	1.6	1.3	0.8	2.6	0.4	0.8	2.3	0.9
Slc36a4	0	0	0	0	0	0	1.2	0	2.3	0	0	0	0	0	0	0
Slc37a1	0	0	0	0	2.2	0.4	1.1	0.2	0	0	2	0	0	2.3	0.4	1.9
Slc37a2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Slc37a3	0.5	1.9	0.5	1.9	0	0.3	0	1.3	0	2.2	1.3	1.7	1.2	1.4	1.8	3.1
Slc37a4	0	0	0	0	2.7	0.5	1.4	1.5	0	2.5	4.1	2.8	1.6	3.9	3.8	3.7
Slc38a1	0.8	3	0.8	3	0.9	0.7	1.6	1	2.2	1.2	0.8	2.1	2.4	3	0.4	1.4
Slc38a10	0	1.5	0	1.5	0	0.5	0.2	1.4	0.4	2.2	2.4	1	1.9	2.7	3.6	2.9
Slc38a2	0.5	3.1	0.5	3.1	1.3	2.1	2.1	1.9	2.9	1.7	3.1	2.6	2.7	4.1	3	3.8
Slc38a3	0	0	0	0	0	0	0.5	0	1	0	0	0	1.1	0	0	0
Slc38a4	0.5	0	0.5	0	1.4	1.6	2	0.8	2.6	0	0	0.4	0.3	2.2	0.5	2.4
Slc38a5	0	0	0	0	0	0	1.1	0	2.1	0	0	0	0.4	0	0	0
Slc38a6	0	0	0	0	0	3.4	1.3	2.2	2.5	0.9	2.4	3.5	1.7	1.9	3.8	3
Slc38a7	0	2.3	0	2.3	2.1	2.2	2	1.3	1.8	0.3	2.5	4.2	3.1	3.2	3.7	3.8
Slc38a9	1	0	1	0	0	0	0.8	0.8	1.5	1.5	1.7	1.5	0.9	1.7	2.4	2.7
Slc39a1	0.8	5.4	0.8	5.4	3.3	3.5	4.2	3.5	5	3.5	3.6	5.7	6	5.5	5.9	5.5
Slc39a10	2.1	3.7	2.1	3.7	3.1	1.8	1.9	1.8	0.7	1.8	1.6	1.3	2.5	3.6	1	2.8
Slc39a11	0	0	0	0	0	0	0	0.6	0	1.2	0	2.7	0.5	1	0	0.6
